zipcode,bldgtype,eui,wui,ghg,ess,electricity,natural_gas,gfa,year
11209,Multifamily Housing,101.5,29.49,4.05,74.0,803482.7,4027253.7,70455.0,1953
10453,Multifamily Housing,144.9,86.7,8.36,49.0,1221100.9,316496.7,98700.0,1928
10075,Multifamily Housing,126.3,52.49,5.04,73.0,875376.5,4503406.3,62917.0,1962
10455,Multifamily Housing,188.0,154.26,7.35,3.0,807956.3,2996437.1,31420.0,1923
10016,Hotel,242.0,104.95,8.28,11.0,2362230.0,3035299.9,44749.0,1999
10128,Multifamily Housing,150.9,36.99,6.29,23.0,3126539.8,13331385.0,156729.0,1963
11102,Multifamily Housing,126.6,90.28,5.2,44.0,552358.8,3741346.8,47636.0,1928
10028,Multifamily Housing,194.9,52.69,7.49,13.0,4173981.4,14320476.2,150886.0,1951
11201,Multifamily Housing,183.6,37.24,6.53,4.0,2256997.3,4230250.3,65020.0,2006
10013,Multifamily Housing,100.2,21.14,3.48,71.0,2035940.5,3410065.6,103768.0,1900
10451,Non-Refrigerated Warehouse,117.8,5.63,4.93,2.0,344089.7,4067210.4,50000.0,1913
11228,Multifamily Housing,147.1,32.15,6.87,54.0,1286690.1,10300111.3,124831.0,1950
11218,Multifamily Housing,125.9,48.8,5.15,51.0,1063525.4,6851881.8,88946.0,1936
10469,K-12 School,91.5,8.39,4.78,90.0,814066.0,133251.5,60000.0,1949
10040,Multifamily Housing,160.2,70.67,7.46,22.0,5815920.3,1817573.4,222714.0,1961
10034,Multifamily Housing,117.3,33.47,6.58,68.0,1009350.0,174736.4,82222.0,1935
11229,Multifamily Housing,102.8,42.32,4.24,85.0,1191744.6,6386528.3,105005.0,1957
11209,Multifamily Housing,94.9,40.37,3.73,94.0,2595202.6,11850096.5,230195.0,1951
10017,Hotel,231.3,61.68,8.82,46.0,18594359.6,46867900.9,468907.0,1981
10451,Multifamily Housing,145.1,116.4,6.02,38.0,1601477.3,10121081.9,112854.0,1928
11209,Multifamily Housing,119.2,80.56,6.31,22.0,767088.0,12675.6,57772.0,1925
10025,Multifamily Housing,141.6,38.14,5.24,26.0,2258254.3,6262188.0,101658.0,1929
10467,Multifamily Housing,190.3,164.46,11.5,3.0,582432.4,526810.6,41400.0,1925
10466,Multifamily Housing,164.4,162.39,9.91,7.0,417954.3,233899.1,32710.0,1929
10018,Office,228.2,16.11,8.13,67.0,7155519.6,581135.5,121758.0,1913
11209,Multifamily Housing,230.1,60.22,10.16,1.0,1567917.3,9381917.7,62740.0,1962
10471,Multifamily Housing,142.7,94.68,5.98,30.0,1348762.0,9966175.9,108600.0,1937
10451,Multifamily Housing,155.8,88.7,6.16,24.0,2267544.1,9619436.3,115500.0,1930
10458,Multifamily Housing,122.6,75.67,5.05,64.0,1291965.7,7431126.1,100875.0,1927
10075,Multifamily Housing,195.7,66.7,7.65,10.0,8063829.1,27582978.8,285074.0,1980
10035,Office,100.3,24.04,3.82,95.0,3116748.4,81666.7,123885.0,1973
10018,Hotel,282.2,74.65,8.64,47.0,5336450.9,2362351.5,69262.0,2010
10468,Senior Care Community,146.1,25.48,5.12,80.0,1317736.5,2184477.1,45502.0,2014
11219,Multifamily Housing,62.6,29.86,2.83,99.0,83949.7,4425361.6,85547.0,1940
11229,Multifamily Housing,139.5,39.22,5.59,54.0,2809349.9,12589051.7,164143.0,1952
10461,Multifamily Housing,124.8,87.38,3.39,58.0,2792693.4,269178.8,77179.0,1960
11229,Multifamily Housing,136.6,39.02,5.47,56.0,2809349.9,12596461.9,167750.0,1952
10465,Senior Care Community,194.0,26.14,6.62,14.0,4786353.5,6216183.5,114000.0,2002
10453,Multifamily Housing,117.7,88.48,4.7,71.0,452812.9,2027087.9,31476.0,1927
10458,Multifamily Housing,117.7,103.25,4.84,59.0,620948.0,4072363.5,56022.0,1928
10462,Multifamily Housing,100.6,46.38,4.08,74.0,904616.8,5031663.4,85195.0,1960
10453,Multifamily Housing,104.0,50.47,3.81,82.0,820131.4,1790618.1,44024.0,2005
10453,Multifamily Housing,125.2,56.19,4.74,63.0,607724.4,1881733.3,32420.0,1917
10453,Multifamily Housing,252.1,145.06,9.91,1.0,1616238.6,5633023.9,44649.0,1917
11373,Multifamily Housing,135.0,161.61,5.39,66.0,1101634.5,4952890.9,66924.0,1959
11372,Multifamily Housing,120.1,73.5,4.72,87.0,987585.1,3677516.2,60000.0,1963
10467,Multifamily Housing,96.3,56.44,4.0,81.0,859417.1,5392796.9,90750.0,1929
10458,Multifamily Housing,95.8,14.84,2.77,86.0,1977856.0,193309.7,67000.0,1960
10458,Multifamily Housing,109.2,168.66,3.16,71.0,3598526.0,357458.1,107000.0,1963
10453,Multifamily Housing,195.9,54.72,6.87,7.0,2079026.6,3126436.6,51034.0,1917
10468,Multifamily Housing,146.1,126.52,6.14,56.0,471658.5,3417278.7,36383.0,1926
10468,Multifamily Housing,169.7,131.11,7.18,27.0,607329.6,4035890.9,37359.0,1926
10458,Multifamily Housing,132.8,59.02,5.68,57.0,369013.3,3126354.8,35030.0,1926
10458,Multifamily Housing,107.7,54.15,3.13,74.0,2541119.1,293863.6,77000.0,1965
10456,Multifamily Housing,143.3,71.82,5.59,21.0,4453122.7,17309954.8,235000.0,1971
11229,Multifamily Housing,147.0,47.74,6.0,21.0,5688532.1,29333640.4,343600.0,1953
10017,Hotel,335.8,104.15,11.85,8.0,2661087.1,3925548.5,37500.0,1921
10011,Office,212.0,6.84,6.21,62.0,11289248.1,106250.3,169235.0,1904
10010,Office,252.2,20.14,7.14,88.0,18637390.4,12980.0,237000.0,1901
10037,Multifamily Housing,146.5,62.26,6.67,49.0,3445864.2,5085600.0,157721.0,1963
11354,Multifamily Housing,136.9,70.61,5.37,58.0,1521768.6,6701163.6,91440.0,1983
11101,Distribution Center,123.0,8.41,3.95,41.0,3851144.4,2946358.6,126125.0,1965
11355,Multifamily Housing,300.8,55.31,11.85,1.0,8023452.4,37016137.6,225877.0,1962
10453,Multifamily Housing,106.8,61.36,4.02,83.0,796600.4,2470891.0,50200.0,1924
11357,Hotel,128.8,49.02,3.94,68.0,2134611.2,1115534.3,63063.0,1990
11101,Distribution Center,220.1,9.03,6.99,86.0,4967098.7,3548913.0,90000.0,1954
10006,Hotel,179.9,51.03,5.5,60.0,8066215.9,4144614.3,170000.0,2014
10016,Office,161.9,11.19,5.47,79.0,3463151.8,4320779.2,98000.0,1928
10033,Multifamily Housing,86.3,44.1,4.86,82.0,677048.9,206172.7,70000.0,1920
10022,Hotel,319.9,98.08,12.24,12.0,26699016.8,4922787.1,428000.0,1904
10018,Office,113.2,15.43,5.22,91.0,1441841.5,532900.0,67823.0,1924
11375,Multifamily Housing,121.1,32.52,5.02,40.0,605924.3,5135589.7,65000.0,1939
10463,Multifamily Housing,108.2,35.38,5.19,55.0,893411.7,4436815.8,85000.0,1950
10018,Office,114.7,8.96,4.72,92.0,1968041.3,3006.5,73600.0,1924
11220,Multifamily Housing,124.7,102.89,5.22,63.0,843536.4,5218686.7,67415.0,2008
10460,Multifamily Housing,101.6,106.32,4.09,88.0,548648.5,2656562.5,46326.0,1924
10038,Multifamily Housing,132.9,27.63,5.02,49.0,1284645.9,3522045.2,64220.0,1903
10026,Multifamily Housing,145.4,84.08,5.86,39.0,747018.4,3939828.0,47006.0,1904
10460,Multifamily Housing,106.8,295.31,4.28,80.0,593610.2,2555346.9,44066.0,1913
10459,Multifamily Housing,138.5,237.25,5.45,61.0,564051.5,2146323.4,30067.0,1981
10459,Multifamily Housing,140.3,205.39,5.61,63.0,704082.8,3133553.3,40836.0,1981
10459,Multifamily Housing,167.0,155.64,6.56,52.0,479182.2,2171850.0,24049.0,1913
10460,Multifamily Housing,127.2,131.75,5.11,74.0,628357.3,2988821.7,41970.0,1924
10460,Multifamily Housing,166.6,175.52,6.27,36.0,1157519.3,3017040.9,41934.0,1924
10460,Multifamily Housing,109.0,114.77,4.27,87.0,703175.4,2590159.3,46772.0,1923
10460,Multifamily Housing,111.6,123.04,4.48,81.0,582334.6,2825256.4,45067.0,1924
10452,Multifamily Housing,112.0,116.62,4.56,74.0,421059.4,2201296.7,33846.0,1924
10460,Multifamily Housing,109.2,80.55,4.32,82.0,594223.6,2444675.1,42263.0,1924
10460,Multifamily Housing,124.8,147.92,4.98,75.0,675581.9,2808218.7,42003.0,1924
10459,Multifamily Housing,142.1,101.32,5.65,61.0,766243.9,3555172.2,45430.0,1909
10013,Other,216.2,24.6,6.54,57.0,3196462.0,1200135.3,53077.0,1991
10026,Multifamily Housing,157.2,139.56,6.1,34.0,1176237.4,4115896.8,52926.0,1925
10459,Multifamily Housing,169.8,169.24,6.88,32.0,549293.4,2715900.3,28068.0,1913
10459,Multifamily Housing,167.2,88.33,6.84,37.0,656607.5,3636171.5,36713.0,1913
10459,Multifamily Housing,146.0,145.14,5.89,63.0,781609.8,4001116.0,47832.0,1910
10460,Multifamily Housing,135.9,153.69,5.49,65.0,489347.4,2341015.7,30570.0,1924
10459,Multifamily Housing,134.8,113.18,5.38,66.0,707770.6,3258820.0,43866.0,1981
10036,Hotel,228.3,77.12,8.25,32.0,20453392.7,1340303.1,429900.0,1990
10003,Multifamily Housing,113.8,34.93,5.67,79.0,1182576.2,193918.8,75781.0,1929
10011,Multifamily Housing,143.5,28.67,4.96,33.0,2125398.0,2958390.0,69630.0,2008
10032,Multifamily Housing,84.1,46.35,3.44,93.0,494221.2,3206224.3,62250.0,1929
10011,Multifamily Housing,205.0,67.18,7.39,7.0,2538464.7,5044073.3,66668.0,1998
10456,Multifamily Housing,134.9,51.17,4.87,60.0,2917363.1,6143046.8,120012.0,2013
10455,Multifamily Housing,95.9,51.1,3.58,72.0,1410256.8,3339384.7,84552.0,2008
10024,Multifamily Housing,142.5,53.81,5.33,43.0,3722625.3,11144753.0,173023.0,1974
10026,Multifamily Housing,71.6,92.25,2.14,99.0,2170215.7,617082.3,105273.0,1985
10026,Multifamily Housing,143.6,104.18,7.31,31.0,2869275.7,890232.3,154962.0,1981
10028,Multifamily Housing,163.5,34.85,4.69,41.0,23101156.8,1252187.9,453527.0,2009
10001,Multifamily Housing,99.8,12.24,3.06,93.0,4470102.6,2079576.6,165845.0,1913
10069,Multifamily Housing,227.3,41.7,7.96,2.0,9547195.1,13512983.2,196558.0,2010
10013,Multifamily Housing,214.9,63.72,7.19,9.0,11634715.0,12577028.4,236534.0,2007
10026,Multifamily Housing,58.0,14.1,2.41,100.0,159465.8,1450003.0,37822.0,1900
11207,K-12 School,91.1,53.01,3.25,69.0,1015121.8,1882391.5,58420.0,1969
10457,Multifamily Housing,143.0,64.49,4.63,58.0,2735163.8,2256676.9,78300.0,2011
10457,Multifamily Housing,162.3,59.23,6.18,12.0,2976462.1,9292943.7,122650.0,2004
10035,Multifamily Housing,222.8,88.45,8.16,3.0,2652716.2,5852765.0,66900.0,1999
10451,Multifamily Housing,147.6,77.19,5.5,22.0,1318646.3,3500694.5,55039.0,2006
10456,Multifamily Housing,170.4,72.57,6.2,49.0,1715928.9,3399902.0,53664.0,1998
10011,Office,284.3,20.88,9.07,53.0,12296211.1,9288519.9,174611.0,2007
10019,Office,255.5,67.92,8.73,66.0,4518048.5,2073203.1,75077.0,1926
10001,Retail Store,310.4,16.55,8.9,21.0,7592258.0,353254.6,77760.0,1901
10001,Office,134.6,7.38,5.17,90.0,5553330.5,4713.3,183528.0,1911
11101,Office,209.6,17.73,6.82,67.0,26253824.3,1882643.3,444606.0,1915
10459,Multifamily Housing,127.3,39.95,5.03,70.0,4809269.7,19806734.2,293808.0,1981
10023,Multifamily Housing,150.4,31.85,6.87,42.0,4663904.8,41618.8,172465.0,1925
10001,Multifamily Housing,164.4,37.77,8.01,21.0,2678353.6,266773.3,107255.0,1931
10019,Multifamily Housing,160.1,24.58,5.08,28.0,3053450.0,1793451.6,72090.0,1928
10032,Multifamily Housing,121.0,96.71,3.32,66.0,1751826.6,178832.3,49674.0,1920
10032,Multifamily Housing,129.1,32.57,3.43,63.0,1845178.7,83251.6,49009.0,1920
10032,Multifamily Housing,151.0,71.6,6.39,39.0,443599.8,4112577.4,40369.0,1912
10032,Multifamily Housing,108.4,56.72,2.91,81.0,1224267.6,94141.9,39009.0,1922
10032,Multifamily Housing,102.4,38.53,2.75,84.0,1154708.7,91364.5,39001.0,1922
10032,Multifamily Housing,123.6,45.33,5.11,78.0,477096.7,3363906.6,43281.0,1930
10038,Multifamily Housing,115.4,71.87,2.96,85.0,2671122.5,0.0,80000.0,1973
10032,Multifamily Housing,125.3,51.13,5.19,76.0,649415.1,4503197.0,57195.0,1920
10032,Multifamily Housing,112.5,64.7,4.6,83.0,665885.6,4240117.8,61848.0,1920
10032,Multifamily Housing,116.0,70.36,3.1,76.0,1381669.2,104000.0,41346.0,1923
10013,Multifamily Housing,222.5,36.26,7.54,2.0,3549425.2,4887368.3,76176.0,1915
10128,Multifamily Housing,130.7,33.14,5.13,50.0,1116668.3,4964637.8,70695.0,1940
10029,Multifamily Housing,153.6,35.63,5.53,51.0,5871073.8,11218579.8,201831.0,2002
10016,Multifamily Housing,171.1,29.5,6.25,14.0,11572097.4,24694822.7,374098.0,1999
10010,Multifamily Housing,113.9,26.16,4.06,56.0,4216595.6,7260223.7,187072.0,1992
10128,Multifamily Housing,85.5,32.85,3.24,92.0,1094113.7,2511642.0,71005.0,1940
11209,Multifamily Housing,87.6,42.02,3.98,89.0,69604.4,2165897.6,30480.0,1937
10128,Multifamily Housing,55.7,35.17,1.79,100.0,1074560.4,597290.9,71005.0,1940
10028,Multifamily Housing,133.8,32.7,5.28,58.0,1464178.0,6889506.5,93925.0,1929
10035,Multifamily Housing,155.9,38.98,5.09,5.0,9874873.0,8965449.7,265691.0,2007
11203,Multifamily Housing,142.7,102.52,6.36,19.0,312287.5,2926803.9,28800.0,1929
10032,Multifamily Housing,90.7,38.38,2.47,90.0,2075240.7,212941.9,78988.0,1920
10021,Multifamily Housing,125.6,29.74,4.28,59.0,10662893.7,13635333.7,389741.0,2007
10016,Multifamily Housing,146.7,68.85,5.58,64.0,1080010.0,3234159.2,47903.0,1985
10034,Multifamily Housing,166.1,201.25,6.94,13.0,1094288.0,6855675.7,68670.0,1928
11377,Multifamily Housing,116.7,60.26,4.8,81.0,564117.0,2937427.6,42924.0,1963
11377,Multifamily Housing,135.6,74.17,5.64,60.0,476527.1,2758451.6,33456.0,1928
11373,Multifamily Housing,103.0,69.86,4.14,85.0,802850.0,4093211.5,69654.0,1941
10467,Multifamily Housing,135.5,130.44,5.88,36.0,362639.3,3713052.4,39000.0,1929
10462,Multifamily Housing,116.7,73.95,4.82,65.0,1601522.9,9035608.0,129000.0,1928
10467,Multifamily Housing,60.3,64.79,2.08,100.0,1122571.3,1357835.4,82320.0,1927
10461,Multifamily Housing,120.2,128.46,5.23,63.0,640202.4,6090196.9,72750.0,1929
10462,Multifamily Housing,131.5,105.92,5.41,57.0,1017167.6,5829890.5,73842.0,1930
10463,Multifamily Housing,161.6,71.55,6.32,13.0,1589816.0,5799643.8,71091.0,1937
10023,Multifamily Housing,110.4,33.44,4.29,70.0,763684.2,3096884.8,54105.0,1924
10463,Multifamily Housing,105.9,31.11,4.14,78.0,828945.4,3368898.3,60928.0,1970
10027,Multifamily Housing,119.1,58.34,6.62,61.0,751986.5,317215.6,65496.0,1926
10001,Hotel,182.6,42.52,6.25,69.0,6364806.8,7017448.2,150000.0,2008
10453,Multifamily Housing,111.3,58.53,4.37,80.0,1465803.6,5778926.7,99959.0,1927
10035,Multifamily Housing,97.8,48.11,3.51,72.0,1190425.3,2216336.6,63700.0,2010
10034,Multifamily Housing,116.6,98.82,4.61,51.0,1305981.5,5493796.8,88400.0,1925
10032,Multifamily Housing,98.3,72.13,5.32,78.0,941266.4,386251.5,88176.0,1922
10468,Multifamily Housing,158.6,184.57,8.26,31.0,775644.6,1967680.1,53500.0,1927
10011,Office,236.5,20.97,7.01,53.0,3505267.1,1073476.7,52500.0,1989
10027,Multifamily Housing,146.3,48.55,5.35,19.0,1993513.5,4284211.8,75637.0,2009
10025,Multifamily Housing,227.6,77.89,10.67,1.0,2907185.6,1074546.6,72520.0,1901
10032,Multifamily Housing,100.8,49.56,5.51,76.0,707974.0,204158.1,63084.0,1983
10453,Multifamily Housing,103.3,67.97,4.12,85.0,939239.4,4243310.2,74916.0,1927
10025,Multifamily Housing,90.4,40.66,4.88,81.0,630095.5,138696.9,53295.0,1906
10016,Hotel,169.4,54.91,4.87,38.0,4278212.8,78070.6,78740.0,1910
10023,Multifamily Housing,83.6,27.37,3.76,84.0,1249917.2,1813357.4,100779.0,1925
10065,Office,344.8,17.33,12.49,48.0,15250530.8,638340.0,176933.0,1946
10032,Multifamily Housing,183.3,80.88,7.31,28.0,1405679.5,6604521.0,65000.0,1920
10010,Multifamily Housing,60.1,49.31,1.76,100.0,4860454.2,697179.4,265406.0,1975
10011,Multifamily Housing,246.2,69.44,9.1,1.0,7905009.9,3756226.5,136095.0,1989
11214,Multifamily Housing,136.3,44.66,7.34,34.0,3326222.3,660850.0,190579.0,1967
10011,Multifamily Housing,161.4,29.78,5.26,14.0,5110157.1,4764708.4,134293.0,1903
10022,Multifamily Housing,130.1,54.2,4.62,51.0,3722489.1,6537683.5,146549.0,1957
11211,Multifamily Housing,111.2,42.42,3.75,61.0,3817689.6,3547733.4,140398.0,2009
10128,Hotel,103.5,34.39,3.54,68.0,5941320.1,6530726.7,246530.0,2007
11374,Multifamily Housing,127.8,42.71,5.16,42.0,935504.8,5144299.8,69000.0,1954
11374,Multifamily Housing,151.0,53.14,6.39,18.0,752278.7,6100199.6,61190.0,1960
11372,Multifamily Housing,156.0,87.93,6.18,15.0,3144707.4,14599999.7,170708.0,1964
11201,Multifamily Housing,113.0,20.64,3.46,79.0,3018818.2,1524840.8,100660.0,2010
11217,Multifamily Housing,120.1,33.73,3.54,47.0,4010082.4,612844.0,109546.0,2011
10466,Multifamily Housing,119.4,59.27,6.51,51.0,847964.1,415446.5,67224.0,1941
11207,Multifamily Housing,119.6,60.71,4.7,59.0,1038506.8,3608707.5,60357.0,2008
11216,Multifamily Housing,114.0,74.93,4.3,75.0,2320857.8,6471518.8,127750.0,1984
10466,Multifamily Housing,137.3,81.48,5.19,53.0,1333495.4,3707409.9,60717.0,1981
11221,Multifamily Housing,123.4,53.22,4.7,43.0,1337167.7,4253410.6,73220.0,1997
11432,Multifamily Housing,140.5,105.41,5.36,52.0,1266984.6,3616122.7,56778.0,1990
10473,Multifamily Housing,116.8,59.86,4.51,52.0,1074364.7,3765332.4,65520.0,1982
11235,Multifamily Housing,123.8,47.59,4.81,63.0,1666567.3,5649601.6,93105.0,2000
10024,Multifamily Housing,101.9,29.36,3.88,95.0,1668953.9,5584981.5,114696.0,1926
11235,Multifamily Housing,133.8,57.5,5.08,51.0,1458284.8,4108430.3,68402.0,2000
10024,Multifamily Housing,108.2,28.84,4.21,92.0,3376322.8,14087743.2,248962.0,1931
11435,Multifamily Housing,159.5,116.09,7.99,56.0,2987948.8,265143.7,124600.0,1940
11372,Multifamily Housing,119.4,79.05,4.8,66.0,1284335.3,6082758.8,91000.0,1950
11235,Multifamily Housing,145.7,53.85,5.62,36.0,3017599.0,9698662.4,139328.0,2000
11235,Multifamily Housing,139.0,45.04,5.34,51.0,1875170.2,6148646.8,92244.0,2000
11235,Multifamily Housing,135.8,53.67,5.23,37.0,1893018.0,5946231.3,92455.0,2000
11235,Multifamily Housing,148.8,45.31,5.77,37.0,1429426.1,4650285.5,64753.0,2000
10025,Multifamily Housing,105.6,29.64,4.24,92.0,1058393.6,6746930.1,106763.0,1924
11355,Multifamily Housing,118.7,68.99,4.73,73.0,1706668.7,8748742.5,130326.0,1963
11693,Multifamily Housing,107.0,56.27,3.69,78.0,2216165.6,3039088.4,96935.0,2005
11372,Multifamily Housing,105.9,27.72,5.45,77.0,1945504.1,1919248.0,170500.0,1946
10303,Office,300.1,17.72,8.99,99.0,4441848.9,1297232.1,51450.0,1964
11368,Multifamily Housing,125.5,44.03,4.84,54.0,4314919.8,14266774.9,235440.0,1962
10003,Multifamily Housing,203.0,51.43,9.14,39.0,2170491.8,1871177.5,59299.0,1959
11693,Multifamily Housing,168.7,60.0,6.33,16.0,2240305.5,6002002.0,81703.0,2006
10025,Multifamily Housing,87.7,30.57,3.4,91.0,2396224.1,9501249.7,211041.0,1940
10025,Multifamily Housing,100.8,30.82,3.94,96.0,1566449.9,6786806.3,126785.0,1911
10024,Multifamily Housing,125.9,40.3,4.56,66.0,2070236.4,4796343.6,96058.0,1923
10025,Multifamily Housing,104.9,29.24,4.21,79.0,687078.8,3250610.1,55535.0,1951
10024,Multifamily Housing,114.7,27.91,6.08,64.0,1162355.8,152634.4,87129.0,1930
10025,Multifamily Housing,99.8,32.02,3.77,98.0,1214949.4,4133296.8,86819.0,1930
10027,Multifamily Housing,109.8,60.64,4.4,94.0,658593.8,3748634.6,58560.0,1926
10040,Multifamily Housing,152.7,90.95,6.3,38.0,1204401.3,7422552.9,79482.0,1925
10040,Multifamily Housing,141.8,70.25,5.83,51.0,1104243.2,6963683.5,80263.0,1915
10026,Multifamily Housing,129.4,60.49,5.09,86.0,841718.7,3685961.6,53098.0,1926
10128,Multifamily Housing,188.0,33.15,6.4,10.0,6866836.0,9831871.7,176627.0,2003
10025,Multifamily Housing,246.7,94.83,9.44,22.0,2475950.9,7712336.2,66650.0,1901
10463,Multifamily Housing,89.3,28.48,3.5,95.0,2143044.8,10065850.1,207100.0,1950
11211,Multifamily Housing,117.9,27.01,3.95,59.0,3167835.1,3682900.2,120582.0,1907
10471,Multifamily Housing,135.8,54.92,5.28,62.0,1067733.1,4440609.2,62601.0,1959
10463,Multifamily Housing,145.4,24.1,5.67,33.0,1462852.1,6106343.9,80117.0,1957
10463,Multifamily Housing,162.1,34.94,6.33,15.0,3010858.3,13196719.1,152900.0,1969
10025,Multifamily Housing,91.3,28.42,4.95,77.0,1106709.8,304063.3,93293.0,1927
10470,Multifamily Housing,113.0,26.1,4.52,76.0,1390134.3,6967536.6,109206.0,1958
10014,Multifamily Housing,141.0,34.22,5.11,46.0,3109166.9,6695856.3,123646.0,1996
10019,Multifamily Housing,145.0,35.11,6.47,43.0,4725795.9,436606.1,166518.0,1987
10014,Multifamily Housing,150.8,32.9,5.3,42.0,3267123.0,5642071.8,111280.0,1900
10463,Multifamily Housing,129.3,47.27,5.23,43.0,1239269.0,6292671.7,84925.0,1970
10463,Multifamily Housing,115.2,42.56,4.82,81.0,1136403.1,4801963.5,84890.0,1940
10463,Multifamily Housing,165.3,48.19,6.78,21.0,4575459.5,20415962.0,219744.0,1963
10019,Multifamily Housing,165.0,43.33,6.21,29.0,3244404.4,8835872.2,121828.0,1965
11354,Multifamily Housing,132.5,45.39,5.15,60.0,2335209.3,10946063.2,153091.0,1957
10463,Multifamily Housing,111.1,53.06,4.42,88.0,1000523.5,4989465.9,80000.0,1955
10471,Multifamily Housing,133.4,44.83,5.39,61.0,1526045.0,8372433.4,107627.0,1961
10463,Multifamily Housing,142.6,118.85,5.68,52.0,1780812.4,8646740.8,108700.0,1949
10016,Multifamily Housing,124.0,24.75,4.71,28.0,1975661.5,6448788.7,110000.0,1927
10463,Multifamily Housing,104.1,43.51,4.05,80.0,2923878.6,12560137.3,228891.0,1953
10463,Multifamily Housing,106.9,23.22,4.29,87.0,1437725.3,8123965.9,130400.0,1934
10463,Multifamily Housing,133.4,44.11,5.24,55.0,2006066.9,8988603.4,125148.0,1941
10463,Multifamily Housing,106.1,34.92,4.18,66.0,983452.3,4658134.3,80000.0,1958
10038,Office,207.5,50.85,6.57,61.0,3209091.6,1855942.1,58301.0,1991
11363,Multifamily Housing,77.9,20.88,3.01,97.0,1343798.1,5245965.5,132000.0,1950
10006,Multifamily Housing,206.7,39.65,7.34,7.0,15128469.3,25362199.3,366124.0,2009
10468,Multifamily Housing,175.2,189.02,10.11,14.0,1007676.0,550857.0,70200.0,1925
11231,Wholesale Club/Supercenter,190.3,25.57,5.94,69.0,17619157.8,9360800.1,346578.0,2008
11238,Multifamily Housing,123.2,37.95,4.88,72.0,1278150.5,5776133.0,86040.0,1923
10019,Residence Hall/Dormitory,143.3,53.87,6.05,65.0,8624874.5,958239.4,402707.0,1972
10470,Multifamily Housing,110.2,46.26,4.54,75.0,697890.0,3792370.1,58055.0,1955
10026,Multifamily Housing,135.2,40.56,5.07,47.0,1529794.4,4070612.0,69340.0,2012
10034,Multifamily Housing,108.8,34.12,5.89,80.0,1084184.9,229328.8,87400.0,1939
10034,Multifamily Housing,98.4,32.16,5.25,88.0,1043413.8,255383.1,87400.0,1939
10034,Multifamily Housing,94.2,35.31,5.11,91.0,937132.1,209849.7,87400.0,1939
10034,Multifamily Housing,105.3,33.44,5.83,80.0,933469.3,193875.0,85740.0,1939
10034,Multifamily Housing,104.6,39.23,6.06,80.0,960766.3,211079.5,87400.0,1939
10032,Multifamily Housing,138.3,51.52,5.71,61.0,1956315.1,13001556.1,151238.0,1915
10024,Multifamily Housing,90.9,27.22,4.38,80.0,2800177.1,365179.1,172955.0,1925
11377,Multifamily Housing,152.3,40.83,5.17,42.0,5220139.0,6616699.6,157450.0,1996
11375,Multifamily Housing,75.3,64.86,2.47,99.0,2707772.0,2003735.7,140450.0,1950
11367,Multifamily Housing,154.2,60.63,6.28,17.0,4120505.0,25232182.8,271380.0,1947
10016,Office,128.9,16.49,4.33,94.0,7771690.1,2597.1,217538.0,1910
10462,Medical Office,240.0,20.49,7.28,47.0,5467766.1,2158670.0,82340.0,1987
10011,Multifamily Housing,92.8,24.25,4.97,85.0,744151.8,41560.0,57605.0,1938
11367,Multifamily Housing,197.1,18.2,10.88,1.0,3816152.4,771183.3,188916.0,1950
10003,Multifamily Housing,107.9,32.03,4.07,82.0,1481401.2,4429673.9,89970.0,1910
10025,Multifamily Housing,108.2,35.41,4.22,86.0,1153438.8,4128606.2,76290.0,1900
10024,Multifamily Housing,94.9,23.71,3.94,81.0,1322721.2,5677326.4,106395.0,1926
10024,Multifamily Housing,87.0,38.31,3.51,82.0,2397953.5,8270284.2,185471.0,1963
10467,Multifamily Housing,145.0,63.68,7.32,26.0,6959156.5,1366381.8,352360.0,1961
11103,Multifamily Housing,59.1,37.31,1.74,100.0,1769295.3,332753.3,100000.0,1939
11363,Multifamily Housing,115.2,30.15,4.6,77.0,749098.4,4086884.2,61578.0,1961
10001,Multifamily Housing,113.4,40.27,3.83,80.0,6145474.9,7652694.0,248115.0,2004
10024,Multifamily Housing,120.5,39.38,6.57,63.0,930733.9,60878.1,62852.0,1928
10028,Multifamily Housing,183.9,55.03,9.33,7.0,2883363.7,216367.7,101788.0,1964
10001,Multifamily Housing,130.4,37.35,5.05,73.0,743010.4,2563890.2,40016.0,1963
10128,Multifamily Housing,134.9,50.52,5.06,45.0,2888894.1,8868020.8,143836.0,1972
10027,Multifamily Housing,112.8,33.09,4.47,78.0,901812.2,4751728.1,74270.0,1910
10003,Multifamily Housing,159.8,45.02,6.58,17.0,3275094.1,12967051.8,148870.0,1959
10013,Multifamily Housing,151.1,22.15,4.84,38.0,6227938.7,5044946.7,169429.0,1905
10023,Multifamily Housing,122.1,34.79,3.39,68.0,7126166.7,467090.0,193653.0,1978
10025,Multifamily Housing,128.8,37.46,5.03,77.0,2325171.1,10193555.2,148535.0,1920
11373,Retail Store,110.4,5.78,3.08,94.0,13070046.9,7400.0,375888.0,1973
11364,Retail Store,112.0,16.11,3.16,88.0,9805114.8,88109.1,276732.0,1951
10012,Retail Store,220.5,22.16,6.13,70.0,8220832.7,350959.4,121976.0,2004
10013,Multifamily Housing,113.8,30.21,3.67,30.0,1591466.8,1478350.0,59838.0,1962
10025,Multifamily Housing,71.4,22.75,3.24,98.0,1916240.2,1921180.6,190050.0,1929
