zipcode,bldgtype,eui,wui,ghg,ess,electricity,natural_gas,gfa,year
10001,Office,220.1,32.54,8.66,71.0,6527458.1,4734275.9,145372.0,1924
11229,Multifamily Housing,109.6,30.27,4.67,63.0,819269.3,6015972.3,84000.0,1942
10029,Multifamily Housing,203.8,0.0,7.5,4.0,2242049.9,5435099.9,65000.0,2008
10038,Hotel,233.1,76.67,8.39,32.0,3834815.5,5185286.8,71539.0,1999
10025,Multifamily Housing,110.3,44.66,4.54,69.0,702434.1,3584013.4,55008.0,1925
10011,Multifamily Housing,169.8,18.02,6.41,8.0,1167553.5,2517130.1,36286.0,1930
11354,Multifamily Housing,108.1,65.76,4.41,59.0,1627372.8,8194857.6,130018.0,1925
11354,Multifamily Housing,91.5,42.27,3.72,61.0,2617099.5,10262956.9,206046.0,1957
10016,Multifamily Housing,116.6,53.59,4.73,62.0,949614.2,4148977.5,63617.0,1929
10025,Multifamily Housing,71.4,19.84,2.81,89.0,2288101.2,8206650.2,224000.0,1951
11418,Multifamily Housing,108.4,85.81,4.59,50.0,708509.3,4050805.7,60000.0,1931
10022,Office,174.1,14.94,5.39,85.0,22342349.4,636650.0,476000.0,1929
11354,Multifamily Housing,85.7,48.53,3.52,77.0,2187098.3,9158296.8,194886.0,1963
11355,Multifamily Housing,96.7,49.95,3.91,68.0,1429596.7,5412208.9,104573.0,1969
11354,Multifamily Housing,82.7,40.05,3.47,84.0,957525.2,4546166.6,97980.0,1960
11355,Multifamily Housing,91.0,66.54,3.69,80.0,1314220.0,5053021.6,102902.0,1973
11355,Multifamily Housing,114.0,85.38,4.64,53.0,1722570.8,6885893.7,110319.0,1973
11364,Multifamily Housing,117.3,53.67,4.97,22.0,1803830.3,11831270.1,157333.0,1950
10011,Multifamily Housing,115.1,18.55,4.15,63.0,1379553.1,1975196.6,53455.0,2004
10024,Multifamily Housing,99.7,35.12,3.99,85.0,921676.5,3871487.8,71126.0,1913
10025,Multifamily Housing,87.2,23.33,3.48,81.0,1089713.2,5006534.7,102951.0,1909
10019,Multifamily Housing,97.3,20.67,3.52,88.0,3697450.5,5645448.1,173915.0,2009
10467,Multifamily Housing,89.5,51.1,5.0,60.0,1039860.2,520513.3,104125.0,1928
10468,Multifamily Housing,105.3,98.47,5.97,34.0,1296361.2,661830.0,111417.0,1927
11104,Multifamily Housing,109.3,77.65,6.04,69.0,608575.6,313440.0,59626.0,1931
11203,K-12 School,158.5,449.87,8.7,38.0,930918.4,223699.3,58040.0,1942
10468,Multifamily Housing,147.6,87.15,6.36,13.0,736538.0,5837606.7,58585.0,1922
10036,Hotel,238.0,52.33,8.48,23.0,6789823.1,7364780.7,113969.0,1923
10027,Multifamily Housing,186.4,101.54,5.51,10.0,3501173.2,385861.8,57568.0,1972
11211,Multifamily Housing,139.1,37.01,4.99,72.0,1534242.5,1932800.0,46614.0,2015
11374,Multifamily Housing,176.0,86.13,7.19,15.0,1393053.9,8133892.7,77300.0,1950
10022,Hotel,204.1,77.68,6.39,72.0,15938006.5,2325606.6,230654.0,1926
10461,Multifamily Housing,167.6,132.26,6.84,4.0,1531020.0,5921589.6,64895.0,1927
10462,Multifamily Housing,131.4,101.6,5.56,26.0,1161737.6,7882779.5,93000.0,1928
10462,Multifamily Housing,132.2,87.58,5.55,23.0,1069998.5,5677700.0,70704.0,1935
10460,Multifamily Housing,180.5,102.13,7.61,7.0,1772993.4,12262214.1,105360.0,1932
10452,Multifamily Housing,132.2,102.07,7.28,33.0,1142401.6,324909.7,60000.0,1925
10453,Multifamily Housing,139.2,59.78,7.5,35.0,1492624.8,721257.6,83910.0,1925
10457,Multifamily Housing,166.5,187.96,9.08,13.0,1795523.5,592384.8,87156.0,1925
10462,Multifamily Housing,164.5,98.31,9.27,13.0,1188654.2,375694.9,65418.0,1939
10468,Multifamily Housing,102.9,113.21,4.49,70.0,664991.3,3466490.3,53575.0,1936
10467,Multifamily Housing,136.0,102.62,7.23,36.0,1560841.7,1093119.7,92988.0,1931
10463,Multifamily Housing,166.8,92.26,9.85,13.0,760039.6,235752.6,54001.0,1925
10012,Office,93.9,17.82,3.04,98.0,4989883.2,4310049.9,221000.0,1920
10006,Office,127.1,53.4,4.22,5.0,5763229.2,2988142.0,153392.0,2008
10029,Multifamily Housing,149.6,12.17,4.91,56.0,5173135.1,4511073.0,142262.0,2015
11354,Multifamily Housing,193.8,25.48,7.59,3.0,3153678.2,9310223.1,100330.0,2007
10022,Multifamily Housing,113.3,51.69,5.94,85.0,1117602.3,148503.3,68000.0,1963
11224,Senior Care Community,144.4,36.43,5.42,49.0,8183859.2,14716673.6,272100.0,1992
11238,Multifamily Housing,111.7,22.13,3.27,61.0,2360821.8,66584.2,62190.0,2013
11101,Office,246.7,37.83,8.72,9.0,4370111.8,4359646.8,69000.0,1935
10457,Multifamily Housing,157.3,79.95,6.07,35.0,5596970.1,12777430.5,190000.0,1972
10459,Multifamily Housing,113.7,61.96,4.64,78.0,820860.9,3611715.2,56350.0,1915
10001,Multifamily Housing,151.7,37.39,5.36,15.0,1212102.6,1462842.4,34689.0,1909
10010,Multifamily Housing,147.6,23.91,4.84,32.0,1924431.0,1369646.8,48685.0,1910
10025,Multifamily Housing,127.5,35.05,5.46,68.0,468112.7,2107193.1,31760.0,1910
10024,Multifamily Housing,105.6,25.65,5.48,84.0,443778.0,53778.8,33102.0,1912
10024,Multifamily Housing,94.2,112.74,3.96,87.0,348297.0,4319099.9,65763.0,1910
11372,Multifamily Housing,194.9,74.53,8.62,2.0,1257300.0,12082999.8,90950.0,1950
11235,Multifamily Housing,157.9,86.79,7.0,8.0,1073842.0,11576200.3,100800.0,1931
10002,Multifamily Housing,158.0,105.9,6.0,59.0,6136649.7,15332683.4,240000.0,1997
10452,Multifamily Housing,129.3,61.01,5.17,53.0,1374227.1,4342411.2,67130.0,2012
11435,Multifamily Housing,125.9,65.27,5.36,70.0,914592.9,5480790.9,68796.0,1955
11372,Multifamily Housing,101.6,33.31,4.2,89.0,652361.7,3859378.0,61956.0,1936
11238,Multifamily Housing,56.0,30.61,1.83,100.0,1740729.4,1098700.0,112299.0,2014
11238,Multifamily Housing,87.1,39.94,3.31,88.0,1287589.5,2769000.1,77452.0,2012
11354,Multifamily Housing,92.0,51.43,3.67,56.0,1295268.7,3927663.1,86766.0,2004
11209,Multifamily Housing,88.7,44.39,3.54,78.0,328198.1,1377800.0,28500.0,1927
10016,Multifamily Housing,118.0,54.95,4.21,43.0,1073737.3,2168009.0,50000.0,1983
11206,Multifamily Housing,77.4,22.87,2.3,96.0,1554508.9,62873.0,58617.0,2015
10001,Hotel,207.6,71.46,6.82,51.0,3327051.5,1813470.3,55411.0,2014
10467,Multifamily Housing,165.7,84.3,7.3,28.0,778310.1,6458256.4,56000.0,1926
10468,Multifamily Housing,102.3,86.88,5.68,54.0,806944.2,286366.7,58000.0,1941
10009,Multifamily Housing,132.3,70.2,5.21,64.0,669461.7,3182900.0,43871.0,1900
10009,Multifamily Housing,129.4,90.18,5.02,53.0,560547.3,2700899.8,38520.0,1920
10009,Multifamily Housing,130.7,74.52,5.22,51.0,685498.1,3750599.9,49799.0,1900
10009,Multifamily Housing,149.8,91.35,5.91,54.0,548601.8,2505899.9,30750.0,1900
10452,Multifamily Housing,270.4,229.09,11.44,1.0,680322.0,5985199.8,33060.0,1916
10469,Multifamily Housing,135.1,66.96,5.32,20.0,1007973.0,3098178.7,46932.0,1928
10467,Multifamily Housing,91.4,68.36,3.85,74.0,519982.1,2958369.8,52200.0,1928
11223,Multifamily Housing,127.2,41.12,5.39,55.0,635696.5,3434499.9,43800.0,1963
11235,Multifamily Housing,106.6,57.27,4.65,72.0,909773.4,6012155.6,85997.0,1930
11434,Distribution Center,172.6,5.77,7.2,19.0,492217.2,5204282.6,44456.0,1968
10031,Multifamily Housing,157.3,96.18,6.6,20.0,1197863.9,7041420.9,72030.0,1910
11211,Multifamily Housing,61.4,45.7,1.86,99.0,635325.1,214200.0,36352.0,1921
10021,Multifamily Housing,220.8,53.93,11.7,1.0,1055380.2,114816.7,35532.0,1957
10036,Multifamily Housing,162.6,22.88,5.92,9.0,762800.8,1582303.3,25617.0,2012
10021,Multifamily Housing,110.6,111.59,3.49,56.0,777505.7,415780.6,26090.0,1910
11434,Non-Refrigerated Warehouse,187.9,248.79,7.58,19.0,721099.1,4515733.9,40105.0,1971
11249,K-12 School,94.6,18.63,2.94,54.0,4927929.1,734200.0,155000.0,1910
10304,Multifamily Housing,124.8,74.69,4.86,45.0,1590595.4,4252218.4,74260.0,1972
11211,Non-Refrigerated Warehouse,58.9,3.94,1.85,68.0,1440729.5,286600.0,74180.0,1957
10003,K-12 School,165.7,18.4,5.68,41.0,1424354.9,1152533.4,32000.0,2010
10019,Multifamily Housing,136.4,58.06,5.61,20.0,449201.8,2082842.2,26496.0,1912
10022,Multifamily Housing,144.4,55.5,5.71,16.0,500986.7,1994766.8,26000.0,1955
11225,Multifamily Housing,161.7,56.06,8.8,6.0,947743.9,0.0,40444.0,1920
10011,Multifamily Housing,162.7,57.98,6.33,1.0,1415133.1,552673.4,35154.0,1950
10010,Multifamily Housing,130.6,50.33,5.24,57.0,443907.6,1873571.0,26142.0,1939
11104,Multifamily Housing,55.5,78.22,1.79,100.0,617723.6,209339.4,35340.0,1928
10451,Multifamily Housing,227.6,318.4,13.57,2.0,581906.7,125768.8,33055.0,1920
10005,Multifamily Housing,166.0,1.67,5.83,12.0,1714941.0,1897981.9,42216.0,1961
10460,Multifamily Housing,87.5,43.08,3.22,82.0,1267580.8,2041117.0,67000.0,2015
10011,Multifamily Housing,204.6,77.48,7.71,10.0,1093591.2,2232543.2,27381.0,1920
10034,Non-Refrigerated Warehouse,74.7,17.71,2.68,56.0,744882.2,793506.2,39264.0,1928
10467,Multifamily Housing,102.5,2.24,5.36,67.0,1055357.9,420300.0,61852.0,1928
11229,Multifamily Housing,103.5,85.67,4.47,65.0,318109.0,2622670.1,37500.0,1930
11214,Multifamily Housing,82.2,62.84,3.72,94.0,85664.2,3217999.9,48000.0,1926
11434,Office,256.5,7.37,9.62,11.0,1623142.8,3393199.9,33042.0,1973
10013,Office,290.8,196.02,11.43,8.0,2757921.3,6740779.7,51750.0,1920
11372,Multifamily Housing,169.8,155.12,6.96,23.0,805719.7,4148800.3,41454.0,1951
11377,Multifamily Housing,131.8,85.63,5.73,30.0,323177.4,2256099.9,27492.0,1930
11235,Multifamily Housing,134.5,160.93,5.83,21.0,364854.9,3130700.0,33800.0,1931
11363,Multifamily Housing,82.5,71.61,2.33,95.0,751095.8,8240.0,28726.0,1924
11238,Multifamily Housing,104.3,40.1,3.59,71.0,563119.9,734600.0,24740.0,2011
11230,Multifamily Housing,121.8,77.06,5.1,49.0,333621.1,2129183.2,28000.0,1931
10034,Multifamily Housing,183.2,109.3,10.61,17.0,630105.1,158084.9,35650.0,1916
10034,Multifamily Housing,150.4,100.62,9.0,17.0,405612.0,135860.6,33000.0,1915
10468,Multifamily Housing,174.8,164.61,10.54,2.0,561101.2,267463.6,32976.0,1931
10467,Multifamily Housing,143.5,112.04,8.79,13.0,434763.8,241600.0,31500.0,1922
11375,Multifamily Housing,198.2,50.21,10.51,2.0,2047302.4,9258500.3,159387.0,1941
10040,Multifamily Housing,126.3,52.68,5.18,38.0,498410.4,2408353.7,32832.0,1931
11226,Multifamily Housing,109.0,86.3,4.35,68.0,1511036.1,7133529.2,118000.0,1927
10013,Hotel,274.8,79.12,9.06,43.0,3604375.1,3260366.7,54375.0,2005
10025,Multifamily Housing,132.4,41.81,7.69,36.0,525314.5,106870.0,32692.0,1936
10452,Multifamily Housing,191.6,142.7,11.36,2.0,869904.8,414764.5,48900.0,1928
10031,Multifamily Housing,169.8,144.07,6.98,23.0,582528.5,3254372.7,31845.0,1920
10462,Multifamily Housing,122.5,73.59,7.02,32.0,283149.8,68248.5,26400.0,1929
10458,Multifamily Housing,119.0,90.3,6.54,35.0,427505.0,224906.5,32480.0,1959
10472,Multifamily Housing,159.2,168.62,8.67,11.0,888759.6,1128516.7,44075.0,1928
10468,Multifamily Housing,131.9,118.61,7.53,23.0,611802.7,205145.2,35770.0,1922
10026,Multifamily Housing,119.2,55.45,6.7,69.0,401922.2,17431.3,33230.0,1910
10463,Multifamily Housing,133.7,98.85,7.17,11.0,333417.1,59118.8,35000.0,1941
10455,Multifamily Housing,59.7,43.9,2.51,98.0,1682203.5,10320331.3,275000.0,1929
10026,Multifamily Housing,157.3,154.91,8.81,12.0,538407.9,277670.6,33953.0,1987
10456,Multifamily Housing,59.7,71.74,2.77,98.0,467091.5,116146.9,36560.0,1927
10033,Multifamily Housing,165.7,527.44,9.02,21.0,750923.0,1019409.1,45336.0,1986
11209,Multifamily Housing,148.7,60.58,5.61,48.0,830943.7,3135934.8,42820.0,1961
11238,Multifamily Housing,99.3,23.1,3.07,77.0,2093273.2,873183.1,75452.0,2006
11235,Multifamily Housing,129.9,76.34,5.66,50.0,552539.0,4191437.8,48000.0,1929
10032,Multifamily Housing,107.3,78.04,4.34,95.0,413718.1,1630039.4,28002.0,1918
10032,Multifamily Housing,141.4,128.59,7.22,32.0,535087.9,169312.9,29634.0,1920
11226,Multifamily Housing,118.6,36.6,4.97,47.0,437811.1,2337000.1,32432.0,1930
11226,Multifamily Housing,129.6,73.76,5.31,65.0,379146.2,1952600.0,25560.0,1910
11230,Multifamily Housing,88.4,47.58,3.67,65.0,1028848.9,5135380.6,98181.0,1957
11229,Multifamily Housing,93.8,68.91,4.34,83.0,86155.5,3876739.8,49200.0,1923
10065,Multifamily Housing,126.3,72.94,5.12,82.0,916375.2,3933934.5,56000.0,1920
11101,Hotel,95.2,57.09,3.45,88.0,1574035.0,2256490.0,73436.0,2008
10128,Multifamily Housing,86.3,54.58,3.5,97.0,383084.2,1367275.7,30000.0,1925
11432,Hotel,213.5,88.15,8.33,11.0,1273181.8,4184400.0,39625.0,2007
11217,Office,53.9,9.28,2.05,98.0,481143.2,1428720.0,57000.0,1959
10452,Multifamily Housing,179.2,13952.18,10.84,12.0,681740.2,372706.1,37000.0,1927
10468,Multifamily Housing,116.6,67.8,6.51,65.0,542182.6,241100.0,33750.0,1921
10036,Hotel,242.9,120.57,9.32,20.0,11434390.8,1147519.3,215879.0,1961
10468,Multifamily Housing,143.7,180.24,8.56,39.0,608818.0,265784.8,38080.0,1923
10468,Multifamily Housing,112.9,0.0,6.35,68.0,603644.0,240984.8,38698.0,1926
10467,Multifamily Housing,149.7,0.0,8.17,37.0,556522.3,365448.5,44550.0,1926
10032,Multifamily Housing,156.3,105.51,6.62,8.0,440033.8,2678571.2,27120.0,1930
10460,Multifamily Housing,70.5,97.36,2.27,93.0,679941.0,203462.5,30084.0,1936
11226,Multifamily Housing,190.5,78.16,7.33,1.0,1028724.7,2574799.8,30550.0,1925
10458,Multifamily Housing,116.5,127.34,4.63,41.0,508233.9,1741635.4,29250.0,1925
10468,Multifamily Housing,128.5,124.95,5.42,27.0,408872.9,2400313.4,29892.0,1925
10452,Multifamily Housing,169.6,141.33,7.21,4.0,626360.2,3765557.7,35100.0,1925
10463,Multifamily Housing,140.6,189.62,6.08,16.0,493851.8,3748459.9,39600.0,1925
10468,Multifamily Housing,127.1,101.3,5.52,29.0,372730.5,3144179.0,36000.0,1925
10455,Multifamily Housing,288.3,266.56,12.29,1.0,835586.5,5310550.0,28704.0,1925
10455,Multifamily Housing,56.3,116.52,1.82,99.0,526379.7,144975.0,28704.0,1925
11229,Multifamily Housing,177.4,115.09,7.84,2.0,477204.9,4437000.3,35200.0,1925
10027,Multifamily Housing,121.9,98.8,4.83,35.0,698691.5,2407372.6,38700.0,1925
10452,Multifamily Housing,90.2,65.28,3.42,77.0,632901.3,1435303.0,38000.0,1925
10468,Multifamily Housing,88.4,90.93,3.63,80.0,505119.3,2518923.5,48600.0,1925
10039,Multifamily Housing,132.2,80.13,5.43,23.0,786737.2,3421630.4,45744.0,1925
10027,Multifamily Housing,133.9,80.78,5.61,23.0,676558.4,4075019.2,48750.0,1925
10468,Multifamily Housing,143.1,109.91,5.96,16.0,789615.6,4072622.8,47544.0,1931
11219,Multifamily Housing,131.7,279.05,5.5,47.0,470806.4,2151200.0,28000.0,1921
10457,Multifamily Housing,191.3,271.65,8.21,3.0,727192.5,5021050.3,40000.0,1936
10468,Multifamily Housing,220.1,235.44,9.47,1.0,884015.9,5982371.6,41465.0,1921
10468,Multifamily Housing,155.2,125.79,6.64,26.0,617303.4,4036645.3,40189.0,1924
10468,Multifamily Housing,141.1,128.74,6.03,24.0,665087.6,4153887.9,45952.0,1922
10455,Multifamily Housing,63.3,226.43,2.11,100.0,645334.0,318868.8,33890.0,1926
10039,Multifamily Housing,197.6,68.78,8.6,5.0,470143.3,4897476.0,34860.0,1920
11219,Multifamily Housing,104.2,103.45,4.45,57.0,385616.4,2410399.9,36105.0,1927
11219,Multifamily Housing,119.3,61.32,4.99,52.0,453633.6,2692000.4,36360.0,1924
10456,Multifamily Housing,202.0,185.02,11.27,8.0,573736.9,271356.3,27790.0,1913
10468,Multifamily Housing,163.7,85.97,9.6,37.0,445410.1,178260.0,33750.0,1926
11225,Multifamily Housing,126.7,80.28,5.3,38.0,409449.8,2550699.7,32120.0,1924
10032,Multifamily Housing,149.4,309.74,6.33,27.0,394134.8,2400260.6,25400.0,1917
11216,Multifamily Housing,163.7,49.21,5.23,8.0,2821138.9,1896981.2,67155.0,2009
10457,Multifamily Housing,161.8,163.51,6.62,19.0,911386.3,3152383.5,36962.0,1923
10457,Multifamily Housing,169.7,187.34,7.11,11.0,931169.4,4511116.4,44820.0,1931
11373,Multifamily Housing,103.3,0.0,4.91,83.0,154586.1,2380071.5,28385.0,1960
10306,K-12 School,55.9,8.9,2.8,95.0,311559.8,46700.0,34580.0,1966
10451,Non-Refrigerated Warehouse,67.6,18.17,2.38,41.0,495648.2,770040.7,34808.0,1934
10304,Multifamily Housing,104.6,20.76,4.22,79.0,3151280.6,10220499.9,191697.0,2016
11104,Multifamily Housing,90.5,45.72,4.13,96.0,56738.2,2286518.7,32000.0,1941
11434,Non-Refrigerated Warehouse,125.2,4.8,4.32,67.0,735393.5,1130652.0,29005.0,1974
11355,Multifamily Housing,146.7,95.26,8.57,34.0,363062.8,1744.2,26605.0,1927
10033,Multifamily Housing,122.1,59.84,5.07,87.0,449714.1,2942869.8,38670.0,1920
11218,Multifamily Housing,133.8,58.89,5.59,40.0,1274053.3,7232000.0,88000.0,1961
11218,Multifamily Housing,64.3,39.39,2.42,100.0,2032734.4,3889399.9,156300.0,1951
11210,Multifamily Housing,114.1,61.17,4.88,55.0,764779.1,4799099.9,65569.0,1927
11225,Multifamily Housing,108.8,50.75,4.56,41.0,727641.3,4588599.8,66920.0,1941
11225,Multifamily Housing,108.8,58.31,4.54,48.0,1013610.2,6745300.2,97900.0,1925
11225,Multifamily Housing,118.6,77.05,5.06,46.0,546470.1,4276599.7,54000.0,1927
11226,Multifamily Housing,136.4,53.86,5.63,21.0,409793.4,2371432.6,28530.0,1936
10001,Hotel,257.1,92.0,7.92,20.0,3540375.2,1690724.2,51000.0,2008
10472,Multifamily Housing,60.2,427.94,1.98,98.0,1281570.7,525660.0,68805.0,1964
10468,Multifamily Housing,134.3,109.79,5.52,36.0,737453.4,3028206.8,40428.0,1926
10468,Multifamily Housing,101.5,75.6,4.19,75.0,492834.7,2430375.7,40810.0,1921
10453,Multifamily Housing,131.7,102.01,5.18,35.0,1015421.5,2857532.4,45915.0,1993
10453,Multifamily Housing,168.3,88.9,6.75,25.0,1310140.1,4269191.0,50000.0,1993
10458,Multifamily Housing,157.4,190.51,6.33,17.0,700614.3,2395674.0,29500.0,1925
10001,Office,272.1,79.96,8.49,6.0,2339983.9,476084.9,26314.0,1911
10472,Multifamily Housing,194.1,251.28,7.69,8.0,867355.9,3479578.6,34020.0,1927
10456,Multifamily Housing,163.9,124.63,9.13,44.0,480649.3,171316.1,31200.0,1924
10452,Multifamily Housing,136.5,103.13,6.87,53.0,375984.2,1065675.7,25857.0,1925
10452,Multifamily Housing,159.2,149.44,8.7,35.0,682863.2,139236.4,38063.0,1924
10456,Multifamily Housing,121.5,93.01,6.59,75.0,641680.7,255409.4,44580.0,1929
10456,Multifamily Housing,155.0,105.39,8.6,34.0,627372.3,250558.1,38007.0,1923
10457,Multifamily Housing,126.0,27.95,3.4,74.0,1305486.5,148687.5,36383.0,1931
10457,Multifamily Housing,170.8,92.41,7.31,33.0,317647.9,3240596.9,27398.0,1931
10457,Multifamily Housing,173.2,108.94,9.28,26.0,533148.5,303473.3,28049.0,1928
10460,Multifamily Housing,147.3,67.85,5.91,55.0,552785.1,2887803.4,34230.0,1916
10456,Multifamily Housing,96.2,67.13,5.12,91.0,377172.4,86153.1,29400.0,1907
10452,Multifamily Housing,150.1,162.26,8.5,51.0,564906.1,146515.2,33156.0,1925
10016,Multifamily Housing,193.2,0.0,5.64,2.0,6986279.3,946051.7,118675.0,1922
10065,Multifamily Housing,159.5,0.0,6.23,9.0,2643978.5,7388622.5,100600.0,1964
10010,Multifamily Housing,69.8,24.53,2.45,98.0,1741962.3,2928902.6,126482.0,1930
10458,Multifamily Housing,148.4,78.69,6.18,50.0,573518.0,3548940.5,38701.0,1913
11233,Multifamily Housing,170.1,101.14,7.02,41.0,510598.5,3149903.8,30305.0,1928
10453,Multifamily Housing,181.7,153.53,7.34,16.0,1001300.8,4656003.0,45799.0,1928
11226,Multifamily Housing,120.3,84.68,4.88,68.0,601039.9,3680699.7,51000.0,1941
11209,Multifamily Housing,79.6,39.83,3.28,93.0,392720.6,2556199.8,52000.0,1925
11203,Multifamily Housing,98.2,77.35,4.14,80.0,474166.1,3412200.1,54000.0,1930
10018,Office,104.4,9.59,3.33,94.0,1178431.3,1017496.7,47661.0,1923
10028,Multifamily Housing,120.6,51.85,4.8,81.0,615301.1,1926885.4,32690.0,1910
10033,Multifamily Housing,121.5,53.84,4.93,86.0,558122.1,2804221.2,40206.0,1920
10025,Multifamily Housing,111.5,68.88,6.66,63.0,335329.1,84553.1,27326.0,1920
10128,K-12 School,175.5,15.0,5.36,56.0,5109083.2,2077746.7,105000.0,2015
11374,Multifamily Housing,98.2,58.13,6.03,85.0,212990.7,318367.8,54000.0,1949
11210,Multifamily Housing,111.4,105.06,4.76,40.0,688434.0,5368632.9,72774.0,1931
11210,Medical Office,104.8,63.71,3.19,88.0,1436197.4,507181.9,48388.0,1960
10026,Multifamily Housing,209.6,75.56,7.6,16.0,1275678.5,2862544.3,34884.0,1999
10128,Multifamily Housing,117.3,21.48,6.47,63.0,528312.9,59373.3,42260.0,1923
11434,Distribution Center,70.6,3.76,2.56,48.0,538370.1,726510.6,32902.0,1979
10014,Multifamily Housing,111.4,42.33,4.58,76.0,498465.9,2192400.1,34679.0,1915
10025,Multifamily Housing,156.4,34.97,8.85,24.0,565239.4,98490.0,34692.0,1941
11434,Non-Refrigerated Warehouse,89.8,5.81,2.99,60.0,553693.9,579484.8,26684.0,1969
11372,Multifamily Housing,92.1,89.44,3.98,80.0,575574.3,2809500.1,49800.0,1929
11229,Worship Facility,167.2,11.3,7.05,7.0,711530.4,1512956.6,27610.0,1955
10018,Office,144.4,23.19,5.63,57.0,1520123.1,1658.1,45000.0,1915
11219,Multifamily Housing,121.7,122.13,5.01,64.0,622026.4,2976800.1,44625.0,1939
10462,Multifamily Housing,154.5,65.47,6.17,8.0,851859.1,2680585.1,34760.0,1990
10025,Multifamily Housing,120.5,71.56,4.71,77.0,469156.3,2103375.0,32543.0,1906
10026,Multifamily Housing,107.9,34.31,4.15,79.0,445485.0,1645896.8,30560.0,1910
10009,Multifamily Housing,135.9,64.01,4.87,72.0,673866.5,1606321.2,29773.0,2000
11203,Multifamily Housing,131.2,536.36,5.31,51.0,702463.6,3553309.0,47266.0,1936
11225,Multifamily Housing,179.7,66.03,6.66,16.0,1337784.8,3560441.4,46183.0,1928
11226,Multifamily Housing,148.8,46.51,6.05,24.0,723751.7,4081818.6,46473.0,1926
11203,Multifamily Housing,120.0,91.02,4.5,84.0,734937.7,2839194.4,48030.0,1931
11226,Multifamily Housing,156.3,110.38,5.98,53.0,866531.1,3421715.6,43260.0,1925
11226,Multifamily Housing,176.0,145.5,6.81,36.0,902815.2,3460917.7,38775.0,1925
11226,Multifamily Housing,159.3,134.68,6.42,27.0,787778.3,3677052.7,41323.0,1924
11213,Multifamily Housing,146.8,49.83,5.78,36.0,647729.7,2731799.4,35041.0,1925
10040,Multifamily Housing,153.9,129.71,4.2,44.0,2663525.9,280018.8,59770.0,1920
10034,Multifamily Housing,169.0,100.48,4.58,46.0,1494528.1,167543.7,30889.0,1940
10034,Multifamily Housing,143.1,106.91,3.91,56.0,1596601.8,207806.1,39078.0,1922
10040,Multifamily Housing,242.5,126.23,13.71,1.0,806368.2,450473.3,35450.0,1925
10033,Multifamily Housing,146.3,50.87,7.97,30.0,762352.5,312766.7,46550.0,1924
10453,Multifamily Housing,157.8,99.54,8.98,15.0,503697.3,218675.8,36500.0,1932
10453,Multifamily Housing,216.9,158.32,12.67,1.0,832307.9,314287.9,42500.0,1937
11355,Bank Branch,75.4,238.13,2.43,86.0,1448714.7,439128.0,60000.0,1991
11218,Multifamily Housing,142.7,79.64,6.05,47.0,613201.8,4876299.9,51832.0,1928
11214,Multifamily Housing,151.6,93.89,6.49,13.0,363457.0,3786729.4,35964.0,1922
11434,Non-Refrigerated Warehouse,161.2,7.46,5.9,15.0,739123.3,1803502.7,27359.0,1970
11434,Non-Refrigerated Warehouse,162.6,3.49,7.07,44.0,1231950.2,15059.0,39194.0,1973
10026,Multifamily Housing,160.8,124.35,6.68,21.0,542837.3,2825489.8,29350.0,1984
10038,Multifamily Housing,161.1,32.61,5.33,11.0,1009836.0,1181500.0,28550.0,1919
10027,Multifamily Housing,165.5,0.0,5.43,8.0,1371430.2,1339171.0,35483.0,2006
10028,Multifamily Housing,53.3,22.19,1.56,100.0,648730.5,48961.3,39222.0,1925
10024,Multifamily Housing,136.9,0.0,5.47,34.0,404646.3,2319293.4,29100.0,1906
10019,Multifamily Housing,118.0,0.0,3.32,48.0,1529797.1,76338.7,42136.0,1910
10011,Multifamily Housing,77.3,0.0,2.19,93.0,1110319.3,21000.0,45400.0,1910
11249,Multifamily Housing,144.2,47.57,4.52,20.0,1088165.2,672100.0,29220.0,1910
10013,Multifamily Housing,159.9,36.95,4.94,11.0,1512130.2,874700.0,36549.0,1920
10023,Multifamily Housing,159.9,93.18,6.36,8.0,633093.3,2029300.2,25760.0,1910
10011,Multifamily Housing,161.8,40.76,5.39,9.0,1998637.0,2002700.0,52630.0,1987
11230,Multifamily Housing,130.6,1278.89,5.76,36.0,377613.0,3469945.7,37800.0,1928
11229,Multifamily Housing,82.1,48.24,3.87,84.0,125259.2,3415254.2,49800.0,1931
11421,Multifamily Housing,184.4,41.42,8.48,1.0,244256.6,3469635.0,24165.0,1943
10463,Multifamily Housing,99.8,37.7,4.16,79.0,584490.5,3350938.0,54700.0,1954
10471,Multifamily Housing,144.1,43.18,5.93,52.0,646980.0,3266399.9,38500.0,1963
10021,Multifamily Housing,113.0,30.71,4.49,85.0,590347.7,2432100.2,39930.0,1925
10020,Multifamily Housing,118.0,136.72,4.42,41.0,752509.1,1746200.0,37323.0,1911
11235,Multifamily Housing,102.7,54.31,4.36,78.0,499571.3,3199200.1,48720.0,1931
11374,Multifamily Housing,62.3,49.36,2.42,100.0,802684.2,3436224.2,104708.0,1950
11230,Multifamily Housing,105.9,126.82,4.44,58.0,405821.9,1859700.0,30000.0,1926
10457,Multifamily Housing,101.3,132.41,3.8,78.0,596610.8,1293887.7,32000.0,1923
11230,Multifamily Housing,114.6,67.08,4.78,57.0,598726.3,2827003.9,42000.0,1960
